rarity,role,cost,skilltype,faction,illustrator,atk0,maxatk0,hp0,maxhp0,max,id,name,skill,engname,engskill
6,회복,16,액티브,판타지,xx이나xx,410,2871,408,2861,5732,6548,므네모시네,해제 V,Mnemosyne,Dispel V
5,공격,15,패시브,미스터리,톨렛,491,3439,327,2291,5730,5351,학교의 아서 폭스,격분 IV,School Arthur Fox,Frenzy IV
5,방어,15,액티브,판타지,세발문어,328,2296,490,3433,5729,5334,무인도의 우르지,불굴 IV,Uninhabited Baba Aruj,Fearless IV
5,공격,14,액티브,미스터리,아리씨,490,3434,326,2287,5721,5467,카를로,폭격 IV,Charles,Bombard IV
5,공격,15,액티브,판타지,이말년,490,3433,326,2287,5720,5358,말년의 셀라,폭격 IV,Sella of Zilioner,Bombard IV
6,회복,19,액티브,오리엔탈,shuen,408,2860,408,2855,5715,6055,진달래,치료 V,Azalea,Cure V
5,공격,14,액티브,SF,마신황제,490,3431,325,2278,5709,5404,전장의 장비,폭격 IV,Warfare Zhang Fei,Bombard IV
5,공격,14,액티브,미스터리,마끼아또,490,3431,325,2278,5709,5381,가푸리오,흡혈 IV,Gaffurio,Drain IV
5,공격,14,액티브,SF,anco,489,3425,326,2282,5707,5457,파티의 에디슨,갈취 IV,Edison at Party,Extortion IV
5,방어,14,액티브,미스터리,마끼아또,326,2284,489,3423,5707,5428,모건,방어 IV,Morgan,Protection IV
5,방어,14,패시브,SF,shuen,326,2284,489,3423,5707,5418,® 거해궁,인내 IV,® Cancer,Fortitude IV
5,방어,14,패시브,오리엔탈,먹는빵,326,2287,488,3419,5706,5367,느와르 미샤구지,반격 IV,Noir. Mishaguji,Retaliate IV
5,방어,14,패시브,오리엔탈,롸엘,325,2279,489,3427,5706,5430,물놀이 소라,반격 IV,Waterpark Sora,Retaliate IV
5,공격,14,패시브,오리엔탈,먹는빵,489,3423,326,2282,5705,5375,기백,격정 IV,Qibo,Passion IV
5,회복,14,액티브,오리엔탈,Miteddy,406,2847,408,2857,5704,5466,시모세,보호 IV,Shimose,Shield IV
5,방어,14,액티브,SF,GUA,325,2278,489,3423,5701,5382,아르콘의 골렘 - 베타,재생 IV,Archon's Gollem: Beta,Regenerate IV
5,회복,14,액티브,판타지,imp,406,2844,407,2855,5699,5489,체로엔,참회 IV,Charoen,Repent IV
5,공격,14,패시브,미스터리,강탄,488,3422,325,2276,5698,5473,웨슬리 하딘,격노 IV,Wesley Hardin,Rage IV
5,방어,14,패시브,판타지,hakusai,324,2273,489,3425,5698,5391,결전의 릿챠,인내 IV,Richard of the Day,Fortitude IV
5,회복,14,패시브,판타지,인접,406,2847,406,2842,5689,5487,민트,격려 IV,Mint,Encourage IV
5,공격,14,패시브,판타지,Yuko,488,3416,324,2273,5689,5494,클리오,격앙 IV,Clio,Excitement IV
5,방어,14,패시브,오리엔탈,삽우물,325,2276,487,3411,5687,5465,마샤르,간파 IV,Marshal,Sidestep IV
5,회복,14,액티브,오리엔탈,SHIHYUN,406,2845,406,2842,5687,5458,파티의 루흐,치료 IV,Rukh at Party,Cure IV
6,회복,13,액티브,판타지,나묘,405,2836,403,2824,5660,6320,메이드 파프니르,해제 V,Maid Fafnir,Dispel V
6,방어,17,액티브,판타지,NINGU,323,2261,485,3395,5656,6257,시크릿 디오게네스,재생 V,Secret Diogenes,Regenerate V
6,회복,17,액티브,SF,나묘,405,2837,402,2818,5655,6267,사령 영귀,심문 V,Four Benevolent: Reiki,Interrogate V
6,방어,16,패시브,판타지,HICHI,322,2257,485,3397,5654,6194,언령의 돈키호테,소생 V,Kotodama Don Quixote,Resurrect V
6,공격,14,액티브,SF,마신황제,484,3387,323,2266,5653,6230,알파 센타우리,차단 V,Alpha Centauri,Cancel V
6,회복,17,액티브,미스터리,gio,404,2831,403,2821,5652,6216,훌트,치료 V,Hulde,Cure V
6,회복,17,액티브,판타지,CTYPE,405,2839,401,2812,5651,6277,오피스 하데스,참회 V,Office Hades,Repent V
6,공격,17,액티브,SF,스노우볼,483,3385,322,2260,5645,6226,토성,강타 V,The Saturn,Smite V
6,회복,17,액티브,오리엔탈,안미,403,2827,402,2816,5643,6312,확산형 심청,치유 V,Kaku-San-Sei Sim Cheong,Heal V
6,방어,17,액티브,판타지,ICE,323,2261,482,3379,5640,6235,네르갈,철벽 V,Nergal,Fortify V
6,방어,16,패시브,미스터리,ZB,322,2259,482,3379,5638,6185,파티 호스트 모리아티,응원 V,Party Host Moriarty,Support V
6,공격,16,액티브,SF,SHIHYUN,483,3386,321,2251,5637,6343,무인도의 메피스토펠레스,폭격 V,Uninhabited Mephistopheles,Bombard V
6,방어,17,액티브,오리엔탈,ZB,322,2257,482,3377,5634,6225,데이모스,돌진 V,Deimos,Charge V
6,방어,17,액티브,미스터리,imp,320,2242,484,3389,5631,6304,웨딩 스카페이스,철벽 V,Wedding Scarface,Fortify V
6,공격,13,액티브,오리엔탈,송개,481,3370,322,2255,5625,6340,턱시도 바쇼,역행 V,Tuxedo Basho,Regress V
6,회복,14,액티브,미스터리,엠퓨,402,2815,401,2810,5625,6251,버지니아 울프,해제 V,Virginia Woolf,Dispel V
6,회복,15,패시브,SF,옹달,401,2812,400,2803,5615,6200,아이돌 델핀,회개 V,Idol Delphine,Contrite V
6,공격,17,패시브,오리엔탈,달랑게,480,3366,319,2238,5604,6094,고양이귀 장자,행운 V,Nekomimi ZhuangZi,Lucky V
6,방어,17,패시브,판타지,아이작 헤인 3세,320,2244,479,3356,5600,6116,모르가나,인내 V,Morgana,Fortitude V
6,공격,17,액티브,오리엔탈,니시타,480,3362,319,2236,5598,6102,탈해,강타 V,Talhae,Smite V
6,회복,17,패시브,오리엔탈,니시,400,2803,399,2795,5598,6079,해변의 장자,기도 V,ZhuangZi on the Beach,Prayer V
6,회복,16,액티브,판타지,POPQN,399,2797,399,2797,5594,6370,학교의 발쿠르,해제 V,School Valcour,Dispel V
5,방어,15,패시브,판타지,먹는빵,319,2233,480,3361,5594,5318,신데렐라,인내 IV,Cinderella,Fortitude IV
6,공격,17,패시브,판타지,체리노바,479,3358,319,2234,5592,6086,빅풋,격분 V,Big Foot,Frenzy V
6,방어,17,액티브,SF,레피,320,2240,478,3352,5592,6099,링고,역습 V,Ringo,Counter V
6,공격,16,액티브,오리엔탈,마끼아또,479,3358,319,2233,5591,6382,셰헤라자드,역행 V,Scheherazade,Regress V
6,방어,16,액티브,판타지,당밀,320,2240,478,3349,5589,6358,비비안,불굴 V,Viviane,Fearless V
6,회복,16,패시브,미스터리,"이말년, 아메라",398,2791,399,2797,5588,6383,말년의 혼세마왕,안위 V,Fan Rui of Zilioner,Empower V
6,공격,15,액티브,오리엔탈,Mx2J,479,3355,318,2232,5587,6452,전장의 간옹,분노 V,Warfare Jian Yong,Enrage V
6,공격,15,액티브,오리엔탈,GUA,478,3347,320,2240,5587,6501,홀리카,분쇄 V,Holika,Smash V
6,방어,15,액티브,미스터리,SHIHYUN,319,2234,479,3353,5587,6443,고양이귀 비헬드,회피 V,Nekomimi Viheld,Evade V
6,방어,17,패시브,오리엔탈,ZB,318,2232,478,3349,5581,6107,이데아 이규,소생 V,Idea Li Kui,Resurrect V
5,공격,15,액티브,SF,ICE,478,3350,318,2229,5579,5464,파티의 포드,강타 IV,Ford at Party,Smite IV
6,회복,15,액티브,미스터리,윤혜지,398,2788,398,2788,5576,6420,큐라레 몰랑이,우정 V,Qurare Molang,Friendship V
5,회복,15,액티브,오리엔탈,슬럼캣,397,2781,398,2792,5573,5462,파티의 장비,조작 IV,Zhang Fei at Party,Manipulate IV
5,공격,15,패시브,판타지,삽우물,478,3349,317,2221,5570,5327,마법소녀 에리스,격정 IV,Magical girl Eirs,Passion IV
6,방어,17,액티브,오리엔탈,SHIHYUN,317,2224,477,3345,5569,6058,티무르,방어 V,Timur,Protection V
6,공격,17,패시브,오리엔탈,송개,477,3338,318,2229,5567,6082,해변의 해모수,진노 V,Hae Mo-su on the Beach,Wrath V
6,공격,16,패시브,판타지,JUNA,475,3330,318,2229,5559,6155,정월 셀라,행운 V,Jeong-wol Sella,Lucky V
6,공격,16,패시브,SF,파나마만,476,3334,317,2221,5555,6143,러브레이스,진노 V,Lovelace,Wrath V
6,방어,16,액티브,오리엔탈,NINGU,317,2221,476,3334,5555,6158,조운슨 더 마스터,방어 V,Zhao Yunson the Master,Protection V
6,방어,16,패시브,판타지,아이작 헤인 3세,316,2215,476,3334,5549,6145,갈라테아,근성 V,Galatea,Endurance V
6,회복,16,패시브,SF,SEAL,396,2776,396,2773,5549,6156,정월 델핀,격려 V,Jeong-wol Delphine,Encourage V
6,회복,16,패시브,판타지,아리씨,396,2775,396,2773,5548,6131,루돌프 홈즈,회개 V,Rudolph Holmes,Contrite V
6,공격,16,패시브,오리엔탈,마신황제,475,3328,317,2218,5546,6162,고양이귀 흑표,격노 V,Nekomimi K-2 Black Panther,Rage V
6,회복,18,액티브,판타지,여놔,396,2773,396,2773,5546,6051,꽃팔이 릿챠,치유 V,Flower seller Richard,Heal V
6,방어,16,액티브,오리엔탈,MORRY,317,2221,474,3322,5543,6140,용왕,억압 V,Dragon King,Suppress V
6,공격,16,패시브,오리엔탈,SHIHYUN,474,3321,316,2215,5536,6137,고양이귀 티무르,격노 V,Nekomimi Timur,Rage V
6,공격,16,액티브,SF,CTYPE,474,3319,316,2217,5536,6130,산타 델핀,역공 V,Santa Delphine,CounterATK V
6,회복,16,패시브,SF,달랑게,394,2763,395,2770,5533,6160,마법소녀 델핀,기도 V,Magical girl Delphine,Prayer V
6,방어,16,패시브,미스터리,NINGU,316,2215,473,3315,5530,6149,몽달,인내 V,Bachelor Ghost,Fortitude V
6,회복,16,액티브,오리엔탈,스노우볼,394,2758,395,2769,5527,6253,시크릿 가루지기,보호 V,Secret Garujigi,Shield V
6,공격,15,액티브,판타지,망르,473,3316,315,2206,5522,6174,메이드 셀라,역행 V,Maid Sella,Regress V
6,방어,16,패시브,미스터리,먹는빵,315,2204,473,3316,5520,6154,정월 미우,반격 V,Jeong-wol Miu,Retaliate V
6,회복,15,패시브,판타지,코코립,394,2761,394,2758,5519,6181,DM 프리그,기도 V,DM Frigg,Prayer V
6,공격,16,액티브,판타지,망고망구,472,3309,315,2204,5513,6258,시크릿 아리스토텔레스,역행 V,Secret Aristotle,Regress V
6,방어,16,액티브,판타지,당밀,316,2215,471,3298,5513,6268,십이지 호랑이,역습 V,12 Branches. Tiger,Counter V
5,회복,13,액티브,SF,hakusai,393,2755,394,2758,5513,5453,할로윈 에디슨,징벌 IV,Halloween Edison,Punish IV
5,회복,13,액티브,미스터리,톨렛,394,2759,393,2752,5511,5446,올랜커,치유 IV,Olenka,Heal IV
6,공격,16,액티브,SF,hakusai,473,3316,313,2194,5510,6276,오피스 에디슨,흡혈 V,Office Edison,Drain V
6,공격,16,액티브,판타지,Mx2J,471,3298,315,2209,5507,6342,마법소녀 큐피트,강타 V,Magical girl Cupid,Smite V
6,회복,16,패시브,미스터리,POPQN,393,2752,393,2755,5507,6234,벨리알,안위 V,Belial,Empower V
6,회복,13,액티브,미스터리,나묘,393,2755,393,2750,5505,6259,시크릿 베르테르,징벌 V,Secret Werther,Punish V
6,공격,13,액티브,오리엔탈,xx이나xx,474,3317,312,2187,5504,6272,사령 봉황,분쇄 V,Four Benevolent: Fenghuang,Smash V
6,방어,16,액티브,판타지,레바,314,2200,472,3304,5504,6223,레바 사서들,재생 V,Reva Librarians,Regenerate V
6,공격,16,액티브,판타지,리호,471,3303,314,2200,5503,6323,라푼젤,분쇄 V,Rapunzel,Smash V
6,회복,15,패시브,SF,나묘,392,2748,393,2754,5502,6198,아이돌 테슬라,평안 V,Idol Tesla,Peace V
6,방어,16,패시브,미스터리,폰단테,314,2203,471,3298,5501,6322,백설 공주,수호 V,Snow white,Guard V
6,공격,16,패시브,미스터리,M므요,465,3255,320,2245,5500,6332,시럽아트 사서들,행운 V,Syrup-Art Librarians,Lucky V
6,회복,18,액티브,SF,문어인간,393,2752,392,2748,5500,6167,메이드 히아신스,참회 V,Maid Hyacinth,Repent V
6,회복,16,액티브,미스터리,세발문어,393,2752,392,2748,5500,6314,프로이트,치료 V,Freud,Cure V
5,방어,13,액티브,미스터리,갱이,313,2197,471,3303,5500,5472,제시 제임스,골절 IV,Jesse James,Crack IV
5,공격,13,패시브,판타지,카놀라유,471,3301,314,2198,5499,5436,예식의 셀라피엘,격앙 IV,Selaphiel at Ceremony,Excitement IV
5,방어,13,패시브,SF,아리씨,314,2201,471,3298,5499,5411,개발자 테슬라,간파 IV,Dev. Tesla,Sidestep IV
5,방어,13,패시브,판타지,선화,314,2201,471,3298,5499,5443,로즈 러들럼,근성 IV,Rose Ludlum,Endurance IV
5,방어,13,액티브,판타지,Miteddy,314,2201,471,3298,5499,5450,아그누스 데이,도발 IV,The Agnus Dei,Provoke IV
6,공격,16,액티브,미스터리,DEEPle,471,3301,314,2197,5498,6287,베르쿠트,폭격 V,Berkut,Bombard V
6,회복,12,액티브,미스터리,anco,393,2750,392,2748,5498,6336,마법소녀 조르주,징벌 V,Magical girl George,Punish V
6,공격,16,액티브,오리엔탈,NINGU,471,3301,313,2196,5497,6215,이교,강타 V,Two Qiaos,Smite V
6,방어,16,패시브,오리엔탈,히사,313,2193,472,3304,5497,6299,웨딩 장자,반격 V,Wedding ZhuangZi,Retaliate V
6,회복,16,액티브,판타지,CTYPE,393,2755,391,2742,5497,6333,마법소녀 아프로디테,우정 V,Magical girl Aphrodite,Friendship V
5,공격,13,액티브,오리엔탈,톰순,471,3301,313,2195,5496,5419,아르주나,면역 IV,Arjuna,Immune IV
5,회복,13,액티브,판타지,Miteddy,393,2752,392,2744,5496,5437,예식의 하니엘,보호 IV,Haniel at Ceremony,Shield IV
5,회복,13,액티브,판타지,GAMBE,393,2752,392,2744,5496,5412,개발자 셀라,친목 IV,Dev. Sella,Amity IV
6,공격,16,액티브,오리엔탈,xx이나xx,472,3304,313,2191,5495,6313,클레오파트라,강타 V,Cleopatra,Smite V
6,방어,16,액티브,SF,Echtray,315,2206,470,3289,5495,6286,마구스,돌진 V,Magus,Charge V
5,회복,13,패시브,판타지,xx이나xx,392,2747,392,2747,5494,5431,물놀이 에리스,격려 IV,Waterpark Eris,Encourage IV
5,회복,13,패시브,미스터리,스노우볼,392,2747,392,2747,5494,5414,PD 에리스,평안 IV,PD. Eris,Peace IV
5,공격,13,패시브,미스터리,hakusai,471,3298,313,2195,5493,5479,파라켈수스,진노 IV,Paracelsus,Wrath IV
5,회복,13,액티브,미스터리,Miteddy,392,2749,392,2744,5493,5366,바니 나르키소스,정화 IV,Bunny Narcissus,Purify IV
5,회복,13,액티브,오리엔탈,슈니아,392,2744,392,2749,5493,5405,전장의 미축,참회 IV,Warfare Mi Zhu,Repent IV
5,회복,13,액티브,미스터리,hakusai,392,2744,392,2749,5493,5398,블란쳇,치유 IV,Blanchett,Heal IV
5,방어,13,패시브,SF,hakusai,313,2190,471,3301,5491,5383,아르콘의 골렘 - 알파,단결 IV,Archon's Gollem: Alpha,Solidarity IV
5,방어,13,액티브,미스터리,당밀,313,2190,471,3301,5491,5406,전장의 손건,돌진 IV,Warfare Sun Qian,Charge IV
6,방어,18,액티브,SF,xx이나xx,314,2197,470,3291,5488,6187,헤카테,억압 V,Hecate,Suppress V
6,방어,17,액티브,오리엔탈,MORRY,313,2193,470,3294,5487,6077,위험한 문수,회피 V,Dangerous Mun-su,Evade V
5,공격,13,패시브,미스터리,곰탕,470,3295,313,2192,5487,5486,시보프,맹폭 IV,Sivov,Strafe IV
5,회복,13,패시브,미스터리,MORRY,392,2746,391,2741,5487,5495,휠다,기도 IV,Hwilda,Prayer IV
5,방어,13,패시브,판타지,피터,314,2201,469,3284,5485,5452,할로윈 시코락스,수호 IV,Halloween Sycorax,Guard IV
6,공격,13,액티브,미스터리,히사,469,3286,314,2197,5483,6236,사타나키아,역행 V,Satanachia,Regress V
6,회복,16,패시브,미스터리,스노우볼,391,2737,392,2746,5483,6303,웨딩 실비아,안위 V,Wedding Sylvia,Empower V
6,회복,12,액티브,SF,코코립,393,2752,390,2731,5483,6308,웨딩 에디슨,징벌 V,Wedding Edison,Punish V
6,회복,18,액티브,판타지,문어인간,391,2737,392,2746,5483,6178,DM 아자젤,치료 V,DM Azazel,Cure V
5,회복,13,패시브,미스터리,망르,392,2746,391,2736,5482,5468,헬렌 번즈,신성 IV,Helen Burns,Sacred IV
6,방어,18,액티브,판타지,옹달,312,2188,470,3291,5479,6168,파프니르,재생 V,Fafnir,Regenerate V
6,회복,15,액티브,미스터리,달랑게,392,2743,390,2733,5476,6368,성지영,분리수거,Seong Ji-Young,Recycle
6,공격,17,액티브,SF,레피,467,3275,313,2191,5466,6043,머스탱,강타 V,Mustang,Smite V
6,회복,16,액티브,오리엔탈,zorim,391,2737,389,2729,5466,6087,츠치노코,징벌 V,Tsuchinoko,Punish V
6,방어,16,액티브,판타지,JUNA,312,2184,468,3279,5463,6101,루우,재생 V,Luu,Regenerate V
6,회복,16,패시브,판타지,NINGU,390,2731,390,2731,5462,6119,밀리터리 셀라,평안 V,Military Miu,Peace V
6,회복,18,액티브,판타지,코코립,390,2736,389,2725,5461,6049,가브리엘,참회 V,Gabriel,Repent V
6,회복,17,액티브,미스터리,SHIHYUN,389,2729,389,2727,5456,6074,코페르니쿠스,해제 V,Copernicus,Dispel V
6,회복,17,액티브,SF,DEEPle,389,2729,389,2722,5451,6062,마법소녀 테슬라,참회 V,Magical girl Tesla,Repent V
6,공격,16,패시브,판타지,NINGU,466,3262,311,2183,5445,6104,운동회 뉴턴,격분 V,Athletic Newton,Frenzy V
5,공격,15,액티브,오리엔탈,꼬리,467,3269,310,2174,5443,5287,오피스 장자,고양 IV,Office ZhuangZi,Enhance IV
6,방어,16,패시브,오리엔탈,Mirunai,310,2172,466,3264,5436,6080,해변의 가루지기,반격 V,Garujigi on the Beach,Retaliate V
5,방어,15,액티브,오리엔탈,박지은,310,2172,466,3263,5435,5278,십이지 토끼,재생 IV,12 Branches. Rabbit,Regenerate IV
6,회복,16,액티브,판타지,망고망구,387,2710,388,2718,5428,6103,밴시,참회 V,Banshee,Repent V
5,방어,15,패시브,미스터리,깜쥐,310,2172,464,3251,5423,5237,판도라의 상자,인내 IV,Pandora's Box,Fortitude IV
6,방어,15,액티브,판타지,죽돌이가싫어,309,2169,463,3245,5414,6129,산타 셀라,방어 V,Santa Sella,Protection V
5,회복,14,액티브,오리엔탈,ICE,386,2704,385,2695,5399,5325,마법소녀 티무르,친목 IV,Magical girl Timur,Amity IV
5,회복,14,액티브,미스터리,슈니아,384,2691,385,2700,5391,5485,메리 레녹스,친목 IV,Mary Lennox,Amity IV
5,방어,14,액티브,판타지,NINGU,308,2162,461,3226,5388,5303,크리스,방어 IV,Chris,Protection IV
6,공격,18,액티브,판타지,망르,461,3230,308,2157,5387,6142,피노키오,속공 V,Pinocchio,Swipe V
5,방어,14,패시브,판타지,카르체트,308,2158,461,3227,5385,5403,강아지귀 파프니르,응원 IV,Dog-eared Fafnir,Support IV
6,공격,18,액티브,SF,니시,461,3231,307,2151,5382,6161,파블로프,고양 V,Pavlov,Enhance V
5,회복,14,액티브,SF,지유미,384,2691,384,2691,5382,5435,건설왕 밴더빌트,친목 IV,Built Empire Vanderbilt,Amity IV
6,방어,18,액티브,미스터리,아이작 헤인 3세,307,2154,461,3226,5380,6157,폭풍식 크롬웰,역습 V,Tempest Cromwell,Counter V
5,공격,14,액티브,판타지,먹는빵,461,3229,307,2151,5380,5409,전장의 마초,고양 IV,Warfare Ma Chao,Enhance IV
5,회복,14,패시브,SF,세발문어,384,2691,384,2689,5380,5402,토끼귀 샤를로트,안위 IV,Rabbit-eared Sharlotte,Empower IV
5,회복,14,액티브,판타지,92,385,2695,383,2685,5380,5417,게이머 아리스토텔레스,조작 IV,Gamer Aristotle,Manipulate IV
5,공격,14,패시브,SF,폰단테,460,3225,307,2154,5379,5305,웨딩 테슬라,격노 IV,Wedding Tesla,Rage IV
5,회복,14,패시브,SF,세발문어,383,2683,384,2694,5377,5433,철강왕 카네기,안위 IV,Steel Empire Carnegie,Empower IV
5,공격,14,액티브,판타지,xx이나xx,460,3221,307,2152,5373,5478,빌리 키드,속공 IV,Billy the Kid,Swipe IV
6,회복,14,액티브,미스터리,POPQN,382,2676,383,2684,5360,6180,파티 홈즈,정화 V,Party Holmes,Purify V
6,공격,17,액티브,SF,HICHI,460,3219,305,2139,5358,6047,다크매터,속공 V,Dark matter,Swipe V
6,방어,16,액티브,미스터리,NINGU,305,2139,460,3219,5358,6068,도로시,재생 V,Dorothy,Regenerate V
6,방어,16,액티브,판타지,체리핀,305,2139,459,3213,5352,6072,모르페우스,도발 V,Morpheus,Provoke V
6,회복,16,액티브,SF,카카오,382,2673,382,2679,5352,6014,보이저,치료 V,Voyager,Cure V
6,회복,14,액티브,오리엔탈,CTYPE,381,2670,382,2676,5346,6195,언령의 홍길동,징벌 V,Kotodama Hong Gil-dong,Punish V
6,회복,16,액티브,오리엔탈,Cocoon,382,2673,381,2670,5343,6070,처녀궁,치유 V,Virgo,Heal V
6,회복,12,액티브,미스터리,송개,379,2655,383,2682,5337,6284,오피스 베니,정화 V,Office Benny,Purify V
6,회복,16,액티브,판타지,CTYPE,381,2669,381,2667,5336,6067,화이트 래빗,우정 V,White Rabbit,Friendship V
6,공격,16,액티브,미스터리,CTYPE,457,3200,304,2127,5327,6078,후디니,분노 V,Houdini,Enrage V
6,방어,16,액티브,오리엔탈,알고리즘,303,2126,457,3201,5327,6063,마법소녀 팥쥐,골절 V,Magical girl Patjwi,Crack V
6,공격,17,액티브,미스터리,ICE,456,3194,304,2132,5326,6188,언령의 라스콜리니코프,강타 V,Kotodama Raskolnikov,Smite V
5,방어,13,패시브,미스터리,미키,304,2132,456,3192,5324,5349,학교의 에밀리,간파 IV,School Emily,Sidestep IV
5,공격,13,패시브,미스터리,DSmile,457,3198,303,2125,5323,5340,파우스트,진노 IV,Faust,Wrath IV
6,회복,15,액티브,미스터리,가탄,380,2664,379,2658,5322,6098,쇼팽,해제 V,Chopin,Dispel V
5,회복,13,패시브,SF,후니,379,2659,380,2663,5322,5350,학교의 제너,격려 IV,School Jenner,Encourage IV
6,방어,15,액티브,판타지,Nardack,303,2123,456,3197,5320,6095,고양이귀 투명드래곤,방어 V,Nekomimi Invisible Dragon,Protection V
5,회복,13,패시브,오리엔탈,니시,380,2660,379,2656,5316,5341,하이얀,신성 IV,Hayyan,Sacred IV
5,공격,12,액티브,판타지,whoisshe,454,3182,303,2125,5307,5460,파티의 로엘,분쇄 IV,Lowell at Party,Smash IV
6,회복,15,패시브,미스터리,NINGU,379,2655,378,2649,5304,6112,부기맨,안위 V,Boogeyman,Empower V
6,방어,14,액티브,SF,기어,302,2118,455,3185,5303,6371,학교의 히아신스,회피 V,School Hyacinth,Evade V
5,방어,12,패시브,SF,슬라정,303,2123,453,3176,5299,5421,® 라플라스,수호 IV,® Laplace,Guard IV
5,방어,12,패시브,SF,인접,303,2123,453,3171,5294,5397,강아지귀 파블로프,근성 IV,Dog-eared Pavlov,Endurance IV
6,회복,13,액티브,미스터리,인접,377,2645,378,2646,5291,6422,아르콘의 골렘 - 입실론,정화 V,Archon's Gollem: Upsilon,Purify V
5,방어,12,패시브,판타지,폰단테,302,2114,454,3177,5291,5438,예식의 아스모데우스,소생 IV,Asmodeus at Ceremony,Resurrect IV
6,방어,15,액티브,판타지,똥구,302,2118,452,3170,5288,6125,마왕,골절 V,Archenemy,Crack V
5,공격,12,액티브,오리엔탈,SHIHYUN,454,3177,301,2111,5288,5429,물놀이 치우,차단 IV,Waterpark Chiyou,Cancel IV
5,회복,12,액티브,판타지,zorim,378,2648,377,2640,5288,5420,® 사견궁,해제 IV,® Ophiuchus,Dispel IV
5,회복,12,액티브,미스터리,인접,378,2648,377,2640,5288,5444,보코,회개 IV,Boko,Contrite IV
6,방어,14,액티브,오리엔탈,Fel,302,2118,452,3169,5287,6163,루흐,도발 V,Rukh,Provoke V
6,방어,15,패시브,SF,달랑게,302,2113,453,3174,5287,6111,할로윈 델핀,반격 V,Halloween Delphine,Retaliate V
5,회복,12,액티브,판타지,마끼아또,377,2640,378,2646,5286,5390,결전의 드레이크,징벌 IV,Drake of the Day,Punish IV
5,회복,12,패시브,오리엔탈,Hecks,378,2648,377,2638,5286,5374,뇌추,평안 IV,Lei Chui,Peace IV
6,방어,15,액티브,SF,NINGU,301,2111,453,3173,5284,6120,밀리터리 델핀,도발 V,Military Delphine,Provoke V
5,공격,12,액티브,판타지,POPQN,452,3165,302,2119,5284,5399,부하 1호 나르키소스,분쇄 IV,Servant 1. Narcissus,Smash IV
5,공격,12,액티브,판타지,망고망구,453,3172,301,2108,5280,5482,정령 운디네,분노 IV,Elemental Undine,Enrage IV
6,공격,18,액티브,SF,STUDIO NCG,451,3163,302,2113,5276,6020,캐럴,차단 V,Carol,Cancel V
6,회복,15,액티브,판타지,ZB,376,2634,377,2642,5276,6093,고양이귀 셀라,정화 V,Nekomimi Sella,Purify V
5,회복,12,패시브,판타지,먹는빵,377,2642,376,2631,5273,5475,애니 오클리,기도 IV,Annie Oakley,Prayer IV
6,방어,17,액티브,미스터리,티브,301,2108,451,3158,5266,6016,오페라의 유령,철벽 V,The Phantom of the Opera,Fortify V
6,공격,18,액티브,오리엔탈,Mirunai,450,3155,299,2096,5251,6025,가루지기,분쇄 V,Garujigi,Smash V
5,공격,14,액티브,판타지,Mx2J,450,3151,299,2099,5250,5271,시크릿 나르키소스,속공 IV,Secret Narcissus,Swipe IV
5,방어,14,액티브,오리엔탈,망고망구,300,2100,449,3148,5248,5263,왕륜,불굴 IV,Wang Lun,Fearless IV
5,공격,14,액티브,미스터리,당밀,449,3145,299,2099,5244,5243,화성,강타 IV,The Mars,Smite IV
6,공격,17,액티브,미스터리,NINGU,449,3149,298,2090,5239,6048,뉴턴,폭격 V,Newton,Bombard V
5,방어,14,액티브,판타지,목각돌고래,299,2096,448,3141,5237,5296,아돌프 갈란트,불굴 IV,Adolf Galland,Fearless IV
5,공격,14,액티브,오리엔탈,먹는빵,448,3142,298,2091,5233,5236,무측천,속공 IV,Wu Zetian,Swipe IV
6,공격,16,액티브,판타지,NINGU,448,3139,298,2090,5229,6177,계약자 아리스토텔레스,폭격 V,Contractor Aristotle,Bombard V
6,회복,16,액티브,오리엔탈,KEIrare,373,2612,372,2606,5218,6196,아이돌 설녀,해제 V,Idol Yuki Onna,Dispel V
6,방어,16,액티브,SF,anco,297,2084,446,3125,5209,6197,아이돌 모로,회피 V,Idol Dr.Moreau,Evade V
6,방어,16,액티브,판타지,로우,298,2087,445,3118,5205,6037,시코락스,회피 V,Sycorax,Evade V
5,회복,13,액티브,SF,사과캬라멜,371,2602,370,2593,5195,5492,아이돌 예구디엘,보호 IV,Idol Jegudiel,Shield IV
5,방어,13,패시브,SF,카놀라유,296,2072,446,3122,5194,5477,앤 바셋,단결 IV,Anne Bassett,Solidarity IV
5,방어,13,패시브,판타지,GANIK,297,2080,444,3113,5193,5490,저널리스트 생클레르,인내 IV,Journalist Sainclair,Fortitude IV
5,공격,13,액티브,판타지,수산시장,445,3119,296,2074,5193,5491,프로포즈 화성,면역 IV,Proposal Mars,Immune IV
5,공격,13,액티브,판타지,새우초밥,445,3116,296,2076,5192,5484,콜린,갈취 IV,Choline,Extortion IV
5,공격,13,패시브,판타지,리호,445,3121,295,2070,5191,5311,메이드 로엘,맹폭 IV,Maid Lowell,Strafe IV
5,공격,13,액티브,SF,SHIHYUN,445,3114,296,2076,5190,5316,빨간 망토,갈취 IV,Little Red Riding Hood,Extortion IV
6,방어,16,액티브,판타지,카카오,295,2071,445,3116,5187,6052,길가메시,역습 V,Gilgamesh,Counter V
