Number,FamilyName,GivenName,ResourceName,ImageIndex,SortOrder,AddedSeason,AddedAs,Sell,Fusion,NoneRewardCategory,RewardCategory,Cost,Sex,Faction,FusionType,Rarity,AllowSpecialView,SpecialViewType,CraftPenaltyExist,EasyBindAble,BaseCardExp,BaseExp,BaseCost,BaseHp,BaseAtk,BaseMaxLevel,MaxHp,MaxAtk,EnhanceCount,EnhanceIncRate,EvolveCount,EvolveIncLevel,EvolveReqPoint,Passive,SkillIndex,SkillLevel,PassiveSkillIndex,PassiveSkillLevel,Role,PortraitWidth,PortraitHeight,PortraitOffsetX,PortraitOffsetY,SpineScale,CollectionInvisible,WayToGet,CardDesc,Illustrator,WornItemNumber
6115,,레이디 인 그레이,레이디인그레이,6115,61150,[16],WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,4,0,6,,,true,,0,15000,90000,358,358,65,1684,1682,5,8,2,20,"[10000, 15000, 2000000000]",0,3001,5,0,0,Healer,512,512,0,0,0,0,Event,"책을 너무 사랑하여 도서관을 떠나지 못하고 맴도는 유령.
카밀라의 성 안에 있는 서고에서 책을 관리한다.
미인이기 때문에 일부러 기다려서 보려고 하는 사람들까지 있을 정도.

원전: 도시 괴담",inpells,"[0, 0, 0, 0]"
6116,,모르가나,모르가나,6116,61160,[16],Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",17,0,2,0,6,,,,,0,15000,90000,479,320,65,2250,1504,5,8,2,20,"[10000, 15000, 2000000000]",1,11005,5,0,0,Tanker,512,512,0,0,0,0,Premium,"할로윈의 세 마녀 중 하나.
리더인 시코락스의 평가에 따르면, 필요할 때만 반짝 빛나는 천재형. 기본적으로 귀차니즘과 나태함과 적당주의에 물들어 있다.
낮에는 항상 졸고 있는데, 밤에는 조금 다른 면모를 보인다고……?

원전: <세 개의 오렌지에 대한 사랑>",아이작 헤인 3세,"[0, 0, 0, 0]"
6117,,르메이,르메이,6117,61170,[17],WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,2,0,6,,,true,,0,15000,90000,433,287,65,2032,1349,5,8,2,20,"[10000, 15000, 2000000000]",0,1008,5,0,0,Tanker,512,512,0,0,0,0,Event,"강철대륙에서 발견된 명장의 데이터.
평화를 추구하기는 하지만, 그 평화를 실현하기 위한 방법으로 무차별 폭격을 내세우는 과격한 인물.
무차별 폭격을 통해 적의 영토를 석기시대로 되돌려야 한다고 입버릇처럼 말한다.
정작 당사자는 폭격을 할 줄 모르며, 부하인 강철 소녀들에게 시킬 줄만 안다.
극단적인 성품의 그녀가 공군의 우두머리까지 오르게 된 것은, 어쩌면 타고난 행운일지도.

원전: 세계2차대전사",브리스카,"[0, 0, 0, 0]"
6118,,맥아더,맥아더,6118,61180,[17],Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18,0,3,0,6,,,,,0,15000,90000,329,491,65,1544,2306,5,8,2,20,"[10000, 15000, 2000000000]",0,2101,5,0,0,Dealer,512,512,0,0,0,0,Premium,"강철대륙에서 발견된 명장의 데이터.
아들이 태어나길 바랐던 엄마가 남자 옷을 입히고 키운 탓에 보이쉬한 아가씨가 되고 말았다.
전략을 세우고 추진하는 능력을 인정받아, 제2차 강철대전 때 연합군 총사령관을 맡았다. 그러나 연합군을 승리로 이끈 후 복잡한 정치싸움에 얽히는 바람에, ‘소녀병은 사라질 뿐이다.’라는 말을 남기고 현직에서 물러나야 했다.
항상 근엄한 표정과 말투를 유지하고 있지만, 버터구이 옥수수 앞에서는 사람이 확 달라진다고…….

원전: 세계2차대전사",KEIrare,"[0, 0, 0, 0]"
6119,밀리터리,셀라,밀리터리셀라,6119,61190,[17],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,2,0,6,,,,,0,15000,90000,390,390,65,1831,1831,5,8,2,20,"[10000, 15000, 2000000000]",1,13001,5,0,0,Healer,512,512,0,0,0,0,Premium,"강철대륙에 파견된 셀라가 군복으로 갈아입은 모습.
해군용 장교 정복인 듯 하다.
본인 말로는 산전 수전 다 겪었다고 이야기 하지만, 아직 실전 경험이 부족하기에 매일 매일 노력하고 있다.

원전: <큐라레 마법도서관>",NINGU,"[0, 6032, 0, 6002]"
6120,밀리터리,델핀,밀리터리델핀,6120,61200,[17],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,0,3,0,6,,,,,0,15000,90000,453,301,65,2127,1415,5,8,2,20,"[10000, 15000, 2000000000]",0,1001,5,0,0,Tanker,512,512,0,0,0,0,Premium,"강철대륙에 파견된 델핀이 군복으로 갈아입은 모습.
공군용 장교 정복인 듯 하다.
전에 이 옷을 입어본 경험은 없으나, 입자마자 잘 어울리는 것을 보면 타고난 군인의 재능이 있는 걸지도 모른다.

원전: <큐라레 마법도서관>",NINGU,"[0, 6032, 0, 6002]"
6121,,나디르 샤,나디르샤,6121,61210,[],,1,1,,"[69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,6,,,,,0,15000,90000,285,189,65,1337,891,5,8,2,20,"[10000, 15000, 2000000000]",0,1001,5,0,0,Tanker,512,512,0,0,0,1,Premium,(준비중입니다..),,"[0, 0, 0, 0]"
6122,,만드라고라,만드라고라,6122,61220,[18],Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12,0,2,0,6,,,,,0,15000,90000,349,350,65,1641,1644,5,8,2,20,"[10000, 15000, 2000000000]",0,3003,5,0,0,Healer,512,512,0,0,0,0,Premium,"귀한 약초의 요정. 예민한 성격이라, 꽃잎 한장만 떨어져도 대성통곡을 한다.
그녀가 몸을 담갔던 물을 마시면 감기, 두통, 비염, 불면증 등 여러가지 병에 좋다고 한다.

원전: 서양 민담",티루,"[0, 0, 0, 0]"
6123,,도적,도적,6123,61230,[18],WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,1,1,0,6,,,true,,0,15000,90000,286,430,65,1344,2021,5,8,2,20,"[10000, 15000, 2000000000]",1,12001,5,0,0,Dealer,512,512,0,0,0,0,Event,"황금을 훔치는 것보다 여성의 마음을 훔치는 것이 더 가치있다고 말하는 도적 청년.
입만 다물고 있으면 꽤나 미남이지만, 가벼운 언행 때문에 많은 여성들로부터 핀잔을 듣고 있다.

원전: 판타지",브리스카,"[0, 0, 0, 0]"
6124,,미믹,미믹,6124,61240,[18],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18,0,4,0,6,,,,,0,15000,90000,328,491,65,1540,2307,5,8,2,20,"[10000, 15000, 2000000000]",0,2009,5,0,0,Dealer,512,512,0,0,0,0,Premium,"상자 안에서 잠자고 놀기를 즐기는 마족소녀.
아무래도 폐소기호증이 있는 것 같다.
그렇지만 상자 뚜껑을 닫아버렸을 때 답답함을 느끼는 것은 어쩔 수 없다.

원전: 판타지",지유미,"[0, 6034, 0, 6002]"
6125,,마왕,마왕,6125,61250,[18],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,1,2,0,6,,,,,0,15000,90000,452,302,65,2125,1420,5,8,2,20,"[10000, 15000, 2000000000]",0,1002,5,0,0,Tanker,512,512,0,0,0,0,Premium,"마계 차원에서 발견된, 마계를 다스리는 마왕의 데이터.
마계를 다스리는 일에 많은 업무부담을 느끼고 있지만, 충직한 신하들 덕분에 잘 해내고 있다.
그러나 용사 일행을 비롯한 골칫덩이들이 너무 많아서 조금 지쳐있는 듯.

원전: 판타지",똥구,"[0, 6034, 0, 6002]"
6126,,이스카리옷,이스카리옷,6126,61260,"[18, 0, 5]",WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,4,0,6,,,true,,0,15000,90000,431,287,65,2024,1347,5,8,2,20,"[10000, 15000, 2000000000]",0,1005,5,0,0,Tanker,512,512,0,0,0,0,Event,"단검과 금화 주머니, 그리고 밧줄을 들고 정처 없이 헤매고 다니는 기이한 인물.
별 것 아닌 일에도 사죄를 하고 다니기 때문에 주변의 사람들이 불편해 한다.
뭔가 숨기고 싶은 수상한 과거가 있는 것 같지만, 그것이 무엇인지는 불명.

원전: 히브리 역사",김치도살자,"[0, 0, 0, 0]"
6127,,쿠훌린,쿠훌린,6127,61270,"[18, 0, 5]",Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,0,2,0,6,,,,,0,15000,90000,295,443,65,1385,2081,5,8,2,20,"[10000, 15000, 2000000000]",0,2003,5,0,0,Dealer,512,512,0,0,0,0,Premium,"전장에서 칭송 받는 위대한 영웅.
창을 사용하여 전장을 휩쓰는 것이 특기이며 특히 투창에 있어서는 최고라는 평을 듣는다.
호전적이고 프라이드가 높은 성격. 지는 것을 싫어하기 때문에 창술로 유명한 다른 사람들과 승부하기를 좋아한다.
이상한 설정 놀이를 하는 취미가 있는 듯한데, 자세한 사항은 불명.

원전: 켈트 신화",레나,"[0, 0, 0, 0]"
6128,산타,미우,산타미우,6128,61280,[19],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,0,4,0,6,,Anim,,,0,15000,90000,469,470,65,2204,2207,5,8,2,20,"[10000, 15000, 2000000000]",0,3001,5,0,0,Healer,512,512,0,0,0,0,Premium,"크리스마스의 파티를 위해서 산타복을 입은 미우의 모습.
에리스가 마련해준 산타복으로 파티의 분위기를 돋우고 있다.
어쩐지 이번 파티에는 자신의 요리 실력을 잔뜩 뽐내고 싶어하는 것 같아서, 주변에서 긴장 중이다.

원전: <큐라레 마법도서관>",솔트,"[0, 6038, 0, 6002]"
6129,산타,셀라,산타셀라,6129,61290,[19],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,0,2,0,6,,Anim,,,0,15000,90000,463,309,65,2175,1454,5,8,2,20,"[10000, 15000, 2000000000]",0,1003,5,0,0,Tanker,512,512,0,0,0,0,Premium,"크리스마스의 파티를 위해서 산타복을 입은 셀라의 모습.
춤 추기에 적당한 옷으로 준비한 것으로 볼때, 이번 파티에서는 자신의 춤실력을 뽐내려는 것 같다.

원전: <큐라레 마법도서관>",죽돌이가싫어,"[0, 6038, 0, 6002]"
6130,산타,델핀,산타델핀,6130,61300,[19],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,3,0,6,,Anim,,,0,15000,90000,316,474,65,1486,2225,5,8,2,20,"[10000, 15000, 2000000000]",0,2008,5,0,0,Dealer,512,512,0,0,0,0,Premium,"크리스마스의 파티를 위해서 산타복을 입은 델핀의 모습.
파티라는 것에 익숙치 않아서 조금 당황하고 있지만, 곧 적응을 해낸 것 같다.
산타복이 다른 사서들에 비해서 가슴 부분이 돋보이는 디자인이라 살짝 당황하는 중.

원전: <큐라레 마법도서관>",CTYPE,"[0, 6038, 0, 6002]"
6131,루돌프,홈즈,루돌프홈즈,6131,61310,[19],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,2,0,6,,,,,0,15000,90000,396,396,65,1859,1860,5,8,2,20,"[10000, 15000, 2000000000]",1,13002,5,0,0,Healer,512,512,0,0,0,0,Premium,"크리스마스의 축제에 잠입하기 위해 루돌프복을 입은 홈즈의 모습.
그러나 정작 본인은 복장이 예뻐서 입은 것 같다.
행방불명된 산타를 찾기 위해 노력하고 있는 것 같지만, 역시 어딘가 모르게 불안한 모습이다.

원전: 셜록 홈즈 시리즈",아리씨,"[0, 6038, 0, 6002]"
6133,산타,장자,산타장자,6133,61330,[19],WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,1,0,6,,,true,,0,15000,90000,365,367,65,1716,1723,5,8,2,20,"[10000, 15000, 2000000000]",0,3004,5,0,0,Healer,512,512,0,0,0,0,Event,"크리스마스의 축제에 참가한 장자의 모습.
자신은 딱히 축제에 참가할 생각은 없었던 것 같지만, 너무 시끄러운 것이 마음에 들지 않아서 모로와 함께 왔다.
축제를 망치기 위해 모종의 음모를 계획하는 것 같지만 갑작스러운 계획이라 잘 될지는 미지수.

원전: 철학자",망고망구,"[0, 0, 0, 0]"
6135,산타,왓슨,산타왓슨,6135,61350,[19],EventPoint,1,1,,"[69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,0,4,0,6,,,true,,0,15000,90000,426,283,65,2001,1329,5,8,2,20,"[10000, 15000, 2000000000]",0,1007,5,0,0,Tanker,512,512,0,0,0,0,Event,"크리스마스의 축제에 잠입하기 위해 산타복을 입은 왓슨의 모습.
매번 혼자서만 변장 옷을 입는 홈즈 때문인지, 이번 잠입에는 자신도 화려하게 복장을 갖추었다.
함께 다니는 명탐정 홈즈가 일으키는 사고를 처리하기 위해 오늘도 노력하고 있는 성실한 아가씨.

원전: 셜록 홈즈 시리즈",겨울비,"[0, 0, 0, 0]"
6136,루돌프,에디슨,루돌프에디슨,6136,61360,[19],Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,0,3,0,6,,,,,0,15000,90000,538,357,65,2528,1679,5,8,2,20,"[10000, 15000, 2000000000]",0,1006,5,0,0,Tanker,512,512,0,0,0,0,Premium,"크리스마스의 축제를 대비해서 루돌프 복장을 입은 에디슨의 모습.
어쩐지 누군가의 산타복과 어울리게 입은 것 같은데, 그 누군가가 에디슨과 어울려 줄 지는 미지수.

원전: 과학자",마신황제,"[100004, 0, 0, 0]"
6137,고양이귀,티무르,고양이귀티무르,6137,61370,[19],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,1,1,0,6,,,,,0,15000,90000,316,474,65,1485,2226,5,8,2,20,"[10000, 15000, 2000000000]",1,12003,5,0,0,Dealer,512,512,0,0,0,0,Premium,"정체불명의 소포에 담긴 가스로 알 수 없는 모습이 되어버린 티무르의 모습.
가스의 영향 때문인지 평소의 온화하고 차분한 성격과는 전혀 다른 모습이 되어버렸다.
주변에 흐르는 냉혹하고 잔인한 기운 때문에 그를 알던 다른 사람들은 일대 혼란에 빠져버렸다.

원전: 세계사",SHIHYUN,"[0, 6038, 0, 6002]"
6138,,장화 신은 고양이,장화신은고양이,6138,61380,[20],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,0,2,0,6,,,,,0,15000,90000,366,551,65,1721,2585,5,8,2,20,"[10000, 15000, 2000000000]",0,2001,5,0,0,Dealer,512,512,0,0,0,0,Premium,"한여름에도 긴 장화를 즐겨 착용하는 고양이 소녀.
직업이 무엇인지, 어디에서 사는지는 알 수 없다.
소문에는 어떤 주인님을 따르고 있으며, 주인님이 잘 되게 하기 위해 온갖 수상한 일을 한다고 하는데…….

원전: <장화 신은 고양이>",달랑게,"[0, 6040, 0, 6002]"
6139,,성냥팔이 소녀,성냥팔이소녀,6139,61390,[20],WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,3,0,6,,,true,,0,15000,90000,441,293,65,2070,1376,5,8,2,20,"[10000, 15000, 2000000000]",1,11006,5,0,0,Tanker,512,512,0,0,0,0,Event,"추운 겨울, 사람들에게 따뜻한 불꽃을 전해주는 것을 보람으로 여기던 성냥팔이 소녀.
그러나 변해버린 세상은 더 이상 성냥을 원하지 않았고, 그녀는 스스로 세상을 불태우리라 결심했다.
그렇지만 방화는 명백한 범죄. 그녀는 곧 잡혀가고 말 것이다.

원전: <성냥팔이 소녀>",NINGU,"[0, 0, 0, 0]"
6140,,용왕,용왕,6140,61400,[20],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,1,0,6,,,,,0,15000,90000,474,317,65,2227,1489,5,8,2,20,"[10000, 15000, 2000000000]",0,1009,5,0,0,Tanker,512,512,0,0,0,0,Premium,"깊은 바닷속을 다스리고 있는 용왕님.
아무런 사건도 일어나지 않는 평화로운 용궁생활에 심심해하고 있다.
취미는 하루종일 TV를 보면서 팝콘과 오징어 다리를 씹는 것.
자신의 삶에 짜릿한 자극이 될만한 것을 원하고 있다.

원전: <별주부전>",MORRY,"[0, 6040, 0, 6002]"
6141,,토끼,토끼,6141,61410,[20],Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20,0,4,0,6,,,,,0,15000,90000,436,438,65,2050,2056,5,8,2,20,"[10000, 15000, 2000000000]",0,3007,5,0,0,Healer,512,512,0,0,0,0,Premium,"달리는 것이 세상에서 제일 즐겁다는 스포츠 소녀.
제법 유명한 육상선수인 것 같다.
다른 사람의 말을 잘 믿는 것은 아니지만, 미소년이 하는 말이라면 의외로 쉽게 넘어가는 듯.

원전: <별주부전>",망르,"[100004, 0, 0, 0]"
6142,,피노키오,피노키오,6142,61420,[21],WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18,0,2,0,6,,,true,,0,15000,90000,308,461,65,1446,2165,5,8,2,20,"[10000, 15000, 2000000000]",0,2002,5,0,0,Dealer,512,512,0,0,0,0,Event,"인형장인 제페토가 만든 걸작 인형.
어느 날 창문 너머로 흘러 들어온 달빛을 받고서 살아 움직이는 인형이 되었다.
제페토는 크게 기뻐하면서 피노키오를 자신의 친자식처럼 아끼고 있지만, 정작 피노키오는 제페토의 지나친 애정이 부담스럽기만 한 듯.
어서 인간이 되어서 제페토에게서 독립할 생각 뿐이다.

원전: <피노키오>",망르,"[0, 0, 0, 0]"
6143,,러브레이스,러브레이스,6143,61430,[21],Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,3,0,6,,,,,0,15000,90000,317,476,65,1489,2235,5,8,2,20,"[10000, 15000, 2000000000]",1,12004,5,0,0,Dealer,512,512,0,0,0,0,Premium,"모든 프로그래머들의 칭송을 받는 위대한 여인.
천재 문호의 딸이자, 백작의 작위도 가지고 있는 귀족. 그러나 너무 병약한 몸으로 태어났기에, 대부분의 삶은 외부와 철저하게 격리된 무균실에서 보내고 있다. 
다만 그녀 자신은 언제나 전뇌세계에 깊이 다이브하고 있는 상태여서, 자신의 외로움을 별로 슬퍼하지 않는다.

원전: 프로그래머",파나마만,"[100004, 0, 0, 0]"
6144,극성팬,자베르,극성팬자베르,6144,61440,[21],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18,0,4,0,6,,,,,0,15000,90000,416,416,65,1952,1955,5,8,2,20,"[10000, 15000, 2000000000]",0,3008,5,0,0,Healer,512,512,0,0,0,0,Premium,"차원 아이돌 장발장을 너무나 사랑하는 극성맞은 아가씨.
본래 직업은 어딘가의 공무원이었던 것 같지만, 장발장을 쫓아다니는 일에 몰두하기 위해서 사직서마저 제출하고 말았다.
퇴직금으로 구입한 캠코더와 대포같은 카메라를 둘러메고서, 오늘도 어김없이 장발장의 콘서트장으로 출근한다.

원전: <레미제라블>",CTYPE,"[0, 6042, 0, 6002]"
6145,,갈라테아,갈라테아,6145,61450,[21],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,2,0,6,,,,,0,15000,90000,476,316,65,2235,1485,5,8,2,20,"[10000, 15000, 2000000000]",1,11003,5,0,0,Tanker,512,512,0,0,0,0,Premium,"피그말리온의 알 수 없는 의식에 의하여 베개에서 인간으로 변하고 말았다.
자신을 멋대로 인간으로 만들어버린 피그말리온에게 채찍질을 하고 있지만, 진심으로 미워하는 것은 아니고 오히려 감사하고 있다.
그런데도 왜 채찍질을 하는 지는 알 수 없는 일. 어쨌든 당사자들 끼리는 만족하고 있는 것 같다.

원전: 그리스 신화",아이작 헤인 3세,"[0, 6042, 0, 6002]"
6146,,사희,사희,6146,61460,[22],Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20,0,4,0,6,,,,,0,15000,90000,437,438,65,2052,2055,5,8,2,20,"[10000, 15000, 2000000000]",0,3002,5,0,0,Healer,512,512,0,0,0,0,Premium,"평범한 여고생이였지만, 귀신의 소리를 듣기 시작하며 가게 된 염부주의 차원에서 자신이 염부주의 예언의 무녀라는 것을 알게 되었다.
어쩐지 예쁘거나 잘생긴 사람을 좋아하는 듯 하다.

원전: 한국 설화",POPQN,"[100004, 0, 0, 0]"
6147,,그슨대,그슨대,6147,61470,[22],WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,2,0,6,,,true,,0,15000,90000,366,364,65,1719,1711,5,8,2,20,"[10000, 15000, 2000000000]",1,13006,5,0,0,Healer,512,512,0,0,0,0,Event,"혼령과 귀신들이 모여 살고 있는 염부주의 차원에서 발견된 데이터.
어둠을 좋아하고 그늘에서만 살 수 있는 새침하고 도도한 여자아이.
시도 때도 없이 여우불을 쏴 대는 구미호 때문에 스트레스를 엄청 받다가, 무녀가 나타났다는 소문에 사희 일행 앞에 모습을 드러낸다.

원전: 한국 설화",겨울비,"[0, 0, 0, 0]"
6148,수줍은,처녀귀신,수줍은처녀귀신,6148,61480,[22],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,0,1,0,6,,,,,0,15000,90000,356,539,65,1670,2530,5,8,2,20,"[10000, 15000, 2000000000]",0,2101,5,0,0,Dealer,512,512,0,0,0,0,Premium,"누군가와 소개팅을 하게 되어 당황하다가 그 자리에 혼례복을 입고 나가버린 처녀귀신의 모습.
아름다운 옷이 잘 어울리긴 하지만 과연 저대로 괜찮을지…….

원전: 한국 전설",Mirunai,"[0, 6044, 0, 6002]"
6149,,몽달,몽달,6149,61490,[22],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,1,4,0,6,,,,,0,15000,90000,473,316,65,2222,1485,5,8,2,20,"[10000, 15000, 2000000000]",1,11005,5,0,0,Tanker,512,512,0,0,0,0,Premium,"혼령과 귀신들이 모여 살고 있는 염부주의 차원에서 발견된 데이터.
뭐가 부족한지 모를 정도로 수려한 외모에 성격까지 좋은데 아직까지 여성과의 만남을 한 번도 가져보지 못한 모태솔로. 실은 그 훌륭한 외모 때문에 여자들이 먼저 다가가기 어려운 모양이다.
안타까운 사연을 듣고 소개팅을 주선 받게 되는데, 과연 성공할 수 있을지?

원전: 한국 전설",NINGU,"[0, 6044, 0, 6002]"
6150,정월,발렌티노,정월발렌티노,6150,61500,[23],WorldBoss,1,1,,"[680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,3,0,6,,,true,,0,15000,90000,437,291,65,2052,1365,5,8,2,20,"[10000, 15000, 2000000000]",0,1004,5,0,0,Tanker,512,512,0,0,0,0,Event,"발렌타인데이와 사랑을 주관하는 성인.
올해는 잊지 않고 발렌타인데이를 챙기겠노라고 결심했고, 실제로 초콜릿들을 잔뜩 준비해서 만반의 준비를 갖추었지만, 올해에도 무사히 넘어갈 수 있을지는 미지수.

원전: 성인",다군,"[0, 0, 0, 0]"
6151,정월,브라운 신부,정월브라운신부,6151,61510,[23],Auction,1,1,,"[650, 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,0,4,0,6,,,,,0,15000,90000,550,367,65,2584,1726,5,8,2,20,"[10000, 15000, 2000000000]",0,1006,5,0,0,Tanker,512,512,0,0,0,0,Premium,"성직자이면서도 탐정일을 투잡으로 뛰고 있는 아가씨.
맹하고 어리숙해 보이는 외모와 달리, 뛰어난 두뇌와 통찰력을 가지고 있다.
이번엔 설날을 맞이하여, 고운 한복을 차려입고 떡집에서 아르바이트 하는 중.
교회에 찾아와서 세배하는 아이들에게 줄 세뱃돈을 벌기 위해서라고 한다.

원전: <브라운 신부>",넬체,"[100004, 0, 0, 0]"
6152,,나데즈다,나데즈다,6152,61520,[23],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,0,3,0,6,,,,,0,15000,90000,446,447,65,2096,2098,5,8,2,20,"[10000, 15000, 2000000000]",0,3004,5,0,0,Healer,512,512,0,0,0,0,Premium,"깊고 어두운 우주에서 날아온,
무시무시한 바퀴벌레 악마.
전혀 그렇게 보이지 않지만, 절대영도에서도, 핵폭발 현장에서도, 빙하기의 지층 밑에서도 최대 33개체까지 자가증식하는 무서운 초능력이 있다.
그녀의 이름은 '희망'을 의미한다고 하는데?

원전: 우주벌레",까르핀,"[0, 6046, 0, 6002]"
6153,정월,사탄,정월사탄,6153,61530,[23],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20,1,2,0,6,,,,,0,15000,90000,350,527,65,1645,2473,5,8,2,20,"[10000, 15000, 2000000000]",0,2009,5,0,0,Dealer,512,512,0,0,0,0,Premium,"최상위 차원의 천사들에게는 잊지 못할 배신자이며, 악마들에게는 무시무시한 카리스마의 보스.
하지만 딸들에겐 자상한 아버지, 동생에게는 다정한 오빠, 그리고 명절 때는 모두에게 복된 날을 위해 불철주야 노력하는 가장이기도 하다.

원전: 히브리 신화",송개,"[0, 6046, 0, 6002]"
6154,정월,미우,정월미우,6154,61540,[23],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,4,0,6,,,,,0,15000,90000,473,315,65,2223,1478,5,8,2,20,"[10000, 15000, 2000000000]",1,11007,5,0,0,Tanker,512,512,0,0,0,0,Premium,"큐라레 마법도서관의 사서, 미우가 설빔을 입은 차림새.
한 해의 시작을 축복하는 날을 맞아, 단정하고 차분한 모습을 보여주고 있다.
미우의 평소 모습과는 다른 멋이 있어서 주변에서 반응이 좋은 편.

원전: <큐라레 마법도서관>",먹는빵,"[0, 6046, 0, 6002]"
6155,정월,셀라,정월셀라,6155,61550,[23],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,2,0,6,,,,,0,15000,90000,318,475,65,1494,2232,5,8,2,20,"[10000, 15000, 2000000000]",1,12001,5,0,0,Dealer,512,512,0,0,0,0,Premium,"큐라레 마법도서관의 사서, 셀라가 설빔을 입은 차림새.
소고가 마음에 드는 듯, 계속 손에 들고 다니고 있다.
음악과 춤을 좋아하는 셀라의 성격에 딱 맞는 악기인 듯.

원전: <큐라레 마법도서관>",JUNA,"[0, 6046, 0, 6002]"
6156,정월,델핀,정월델핀,6156,61560,[23],Normal,1,1,,"[610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,0,3,0,6,,,,,0,15000,90000,396,396,65,1859,1861,5,8,2,20,"[10000, 15000, 2000000000]",1,13007,5,0,0,Healer,512,512,0,0,0,0,Premium,"큐라레 마법도서관의 사서, 델핀이 설빔을 입은 차림새.
다들 델핀의 차를 마시는 모습을 훔쳐보려고 해서 곤란해 하는 중.

다도를 배워본 적은 없지만 차를 마시는 모습에는 알 수 없는 기품이 흘러나온다고 한다.

원전: <큐라레 마법도서관>",SEAL,"[0, 6046, 0, 6002]"
