ZoneNumber,ZoneName,TagName,ZoneSubType,EnterSp,AlwaysVisible,LimitLevel,PlayAgain,AvatarType,DailyCountExist,DailyGroup,DailyBossExist,DailyFactionCheck,ExpGain,MoneyGain,FirstClearItem,FirstClearCard,FirstClearReward,ClearItem,ClearCard,ClearReward,FirstClearExp,FirstClearEventPoint,FirstClearMoney,ClearExp,ClearEventPoint,ClearMoney,BossInfo,BossReward,PopupId,PopupArgs,Percent_EventPoint,Event_EventPoint,Percent_ExpLucky,Event_ExpLucky,Percent_MoneyLucky,Event_MoneyLucky,Percent_Raid,Event_Raid,Percent_Raid2,Event_Raid2,Percent_BonusSP,Event_BonusSP,Percent_ItemFix,Event_ItemFix,Percent_ItemFix2,Event_ItemFix2,Percent_ItemFix3,Event_ItemFix3,Percent_ItemRandom,Event_ItemRandom,Percent_Piece,Event_Piece,Percent_Friend,Event_Friend,Percent_PvP,Event_PvP,Percent_RandomBranch,Event_RandomBranch,Percent_Non,MapFileName,ThumbnailName,BgmName,BattleImage,ZoneInfoDesc,AdventureSkipConditionStat
14111,도서관으로 돌아가는 길 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10051, 8]",25,"[10016, 8]",10,"[3, 5]",50,[20142],50,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgeland_1.json,thumb_bridgeland_scene,bgm_adv_outdoors,BridgeLand_Battle,,0
14112,세라플라 도서관으로 가는 길 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10051, 9]",25,"[10016, 9]",10,"[3, 5]",50,[20142],50,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgewater_1.json,thumb_bridgewater_scene,bgm_adv_outdoors,BridgeWater_Battle,,0
14113,세라플라 도서관으로 가는 길 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2262],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10051, 9]",25,"[10016, 9]",10,"[3, 5]",50,[20142],50,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgewater_1.json,thumb_bridgewater_scene,bgm_adv_outdoors,BridgeWater_Battle,,0
14114,세라플라 도서관으로 가는 길 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10051, 9]",25,"[10016, 9]",10,"[3, 5]",50,[20142],50,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgewater_1.json,thumb_bridgewater_scene,bgm_adv_outdoors,BridgeWater_Battle,,0
14115,세라플라 도서관으로 가는 길 4,,3,30,1,10,1,0,0,0,0,0,0,0,[0],0,[2262],[0],0,"[2262, 2, 3]",800,0,2000,400,0,1000,[0],0,0,"[10, 5]",250,"[48, 432]",50,"[400, 600]",100,"[250, 450]",75,"[10051, 10]",25,"[10016, 10]",10,"[3, 5]",64,[20142],36,[20141],60,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",130,Bridgewater_1.json,thumb_bridgewater_scene,bgm_adv_outdoors,BridgeWater_Battle,,0
14116,세라플라 도서관으로 가는 길 5,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 11]",25,"[10039, 11]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgewater_1.json,thumb_bridgewater_scene,bgm_battle_engage,BridgeWater_Battle,,0
14117,세라플라 도서관으로 가는 길 6,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 11]",25,"[10039, 11]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgewater_1.json,thumb_bridgewater_scene,bgm_battle_engage,BridgeWater_Battle,,0
14118,세라플라 도서관 인셉션 홀 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 11]",25,"[10039, 11]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Villa_1.json,thumb_villa_scene,bgm_battle_engage,Villa_Scene,,0
14119,세라플라 도서관 인셉션 홀 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 12]",25,"[10039, 12]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Villa_1.json,thumb_villa_scene,bgm_battle_engage,Villa_Scene,,0
14120,세라플라 도서관 인셉션 홀 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 12]",25,"[10039, 12]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Villa_1.json,thumb_villa_scene,bgm_battle_engage,Villa_Scene,,0
14121,세라플라 도서관 인셉션 홀 4,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 12]",25,"[10039, 12]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Villa_1.json,thumb_villa_scene,bgm_battle_engage,Villa_Scene,,0
14122,세라플라 도서관 휴게실 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 13]",25,"[10039, 13]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_mischief,Cafe_scene,,0
14123,세라플라 도서관 휴게실 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2263],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 13]",25,"[10039, 13]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_mischief,Cafe_scene,,0
14124,세라플라 도서관 휴게실 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10045, 13]",25,"[10039, 13]",10,"[3, 5]",64,[20143],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_mischief,Cafe_scene,,0
14125,세라플라 도서관 휴게실 4,,3,30,1,10,1,0,0,0,0,0,0,0,[0],0,[2263],[0],0,"[2263, 2, 3]",1000,0,2000,400,0,1000,[0],0,0,"[10, 5]",250,"[48, 432]",50,"[400, 600]",100,"[250, 450]",75,"[10045, 14]",25,"[10039, 14]",10,"[3, 5]",64,[20143],36,[20141],60,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",130,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_mischief,Cafe_scene,,0
14126,루이벤의 평야 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 20]",25,"[10121, 20]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
14127,루이벤의 평야 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 20]",25,"[10121, 20]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
14128,루이벤의 평야 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 20]",25,"[10121, 20]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
14129,루이벤의 평야 4,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 20]",25,"[10121, 20]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
14130,루이벤의 평야 5,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 20]",25,"[10121, 20]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
14131,흄의 다리 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 21]",25,"[10121, 21]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgeland_1.json,thumb_bridgeland_scene,bgm_adv_wilderness,BridgeLand_Battle,,0
14132,흄의 다리 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 21]",25,"[10121, 21]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgeland_1.json,thumb_bridgeland_scene,bgm_adv_wilderness,BridgeLand_Battle,,0
14133,흄의 다리 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 21]",25,"[10121, 21]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgeland_1.json,thumb_bridgeland_scene,bgm_adv_wilderness,BridgeLand_Battle,,0
14134,흄의 다리 4,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 21]",25,"[10121, 21]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgeland_1.json,thumb_bridgeland_scene,bgm_adv_wilderness,BridgeLand_Battle,,0
14135,흄의 다리 5,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 21]",25,"[10121, 21]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Bridgeland_1.json,thumb_bridgeland_scene,bgm_adv_wilderness,BridgeLand_Battle,,0
14136,세라플라로 돌아가는 길 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2264],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 22]",25,"[10121, 22]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_battle_engage,RockLand_battle,,0
14137,세라플라로 돌아가는 길 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 22]",25,"[10121, 22]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_battle_engage,RockLand_battle,,0
14138,세라플라로 돌아가는 길 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 22]",25,"[10121, 22]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_battle_engage,RockLand_battle,,0
14139,세라플라로 돌아가는 길 4,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10108, 22]",25,"[10121, 22]",10,"[3, 5]",64,[20144],36,[20141],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_battle_engage,RockLand_battle,,0
14140,세라플라로 돌아가는 길 5,,3,30,1,10,1,0,0,0,0,0,0,0,[0],0,[2264],[0],0,"[2264, 2, 3]",1100,0,2000,400,0,1000,[0],0,0,"[10, 5]",250,"[48, 432]",50,"[400, 600]",100,"[250, 450]",75,"[10108, 22]",25,"[10121, 22]",10,"[3, 5]",64,[20144],36,[20141],60,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",130,Rockland_1.json,thumb_rockland_scene,bgm_battle_engage,RockLand_battle,,0
14141,세라플라 도서관 근방 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 24]",25,"[10130, 24]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Grassland_1.json,thumb_grassland_scene,bgm_battle_strategic,GrassLand_battle,,0
14142,세라플라 도서관 근방 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 24]",25,"[10130, 24]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Grassland_1.json,thumb_grassland_scene,bgm_battle_strategic,GrassLand_battle,,0
14143,도서관 전쟁 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 24]",25,"[10130, 24]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Fantasytown_1.json,thumb_fantasytown_scene,bgm_battle_strategic,FantasyTown_battle,,0
14144,도서관 전쟁 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 24]",25,"[10130, 24]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Librarytower_1.json,thumb_librarytower_scene,bgm_battle_strategic,LibraryTower_battle,,0
14145,도서관 전쟁 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 24]",25,"[10130, 24]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Librarytower_1.json,thumb_librarytower_scene,bgm_battle_strategic,LibraryTower_battle,,0
14146,도서관 전쟁 4,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 25]",25,"[10130, 25]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Temple_1.json,thumb_temple_scene,bgm_battle_strategic,Temple_battle,,0
14147,도서관 전쟁 5,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 25]",25,"[10130, 25]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Temple_1.json,thumb_temple_scene,bgm_battle_strategic,Temple_battle,,0
14148,도서관 전쟁 6,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 25]",25,"[10130, 25]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Temple_1.json,thumb_temple_scene,bgm_battle_strategic,Temple_battle,,0
14149,세라플라 도서관 입구,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 25]",25,"[10130, 25]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Fantasytown_1.json,thumb_fantasytown_scene,bgm_battle_strategic,FantasyTown_battle,,0
14150,전투의 평원 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 25]",25,"[10130, 25]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Battlefield_1.json,thumb_battlefield_battle,bgm_battle_strategic,BattleField_battle,,0
14151,전투의 평원 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2265],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 26]",25,"[10130, 26]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Battlefield_1.json,thumb_battlefield_battle,bgm_battle_strategic,BattleField_battle,,0
14152,세라플라 정문 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 26]",25,"[10130, 26]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Bridgewater_1.json,thumb_bridgewater_scene,bgm_battle_strategic,BridgeWater_scene,,0
14153,세라플라 정문 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 26]",25,"[10130, 26]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Bridgewater_1.json,thumb_bridgewater_scene,bgm_adv_town,BridgeWater_scene,,0
14154,에필로그 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10184, 26]",25,"[10130, 26]",10,"[3, 5]",34,[20144],34,[20143],13,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",175,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_town,LibraryTower_battle,,0
14155,에필로그 2,,3,30,1,10,1,0,0,0,0,0,0,0,[0],0,[2265],[0],0,"[2265, 2, 3]",1200,0,2000,400,0,1000,[0],0,0,"[10, 5]",250,"[48, 432]",50,"[400, 600]",100,"[250, 450]",75,"[10184, 40]",25,"[10130, 40]",10,"[5, 8]",33,[20144],33,[20143],60,"[50010, 1]",34,[20142],0,[1],100,[0],0,[1],100,"[4011, 4019]",130,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_town,LibraryTower_battle,,0
14156,도서관 전쟁 1,,3,40,1,10,1,0,0,0,0,0,0,0,[0],0,[2266],[0],0,"[2266, 1, 2]",1400,0,2500,520,0,1250,"[50017, 50]",0,0,"[15, 5]",200,"[100, 630]",50,"[500, 750]",80,"[300, 575]",75,"[71005, 58]",25,"[71005, 58]",10,"[6, 10]",115,[20141],115,[20142],20,"[50010, 1]",20,[30007],0,[1],100,[0],0,[1],100,"[4011, 4020]",90,Bridgewater_1.json,thumb_bridgewater_scene,bgm_adv_outdoors,BridgeWater_Battle,,0
14157,도서관 전쟁 2,,3,40,1,10,1,0,0,0,0,0,0,0,[0],0,[2267],[0],0,"[2267, 1, 2]",1400,0,2500,520,0,1250,"[50017, 50]",0,0,"[15, 5]",200,"[100, 630]",50,"[500, 750]",80,"[300, 575]",75,"[71007, 58]",25,"[71007, 58]",10,"[6, 10]",100,[20141],130,[20143],20,"[50010, 1]",20,[30007],0,[1],100,[0],0,[1],100,"[4011, 4020]",90,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_mischief,Cafe_scene,,0
14158,도서관 전쟁 3,,3,40,1,10,1,0,0,0,0,0,0,0,[0],0,[2268],[0],0,"[2268, 1, 2]",1400,0,2500,520,0,1250,"[50018, 50]",0,0,"[15, 5]",200,"[100, 630]",50,"[500, 750]",80,"[300, 575]",75,"[71005, 58]",25,"[71005, 58]",10,"[6, 10]",100,[20141],130,[20144],20,"[50010, 1]",20,[30008],0,[1],100,[0],0,[1],100,"[4011, 4020]",90,Rockland_1.json,thumb_rockland_scene,bgm_battle_engage,RockLand_battle,,0
14159,도서관 전쟁 4,,3,40,1,10,1,0,0,0,0,0,0,0,[0],0,[2269],[0],0,"[2269, 1, 2]",1400,0,2500,520,0,1250,"[50018, 50]",0,0,"[15, 5]",200,"[100, 630]",50,"[500, 750]",80,"[300, 575]",75,"[71005, 58]",25,"[71005, 58]",10,"[6, 10]",77,[20144],77,[20143],20,"[50010, 1]",77,[20142],0,[1],100,[0],0,[1],100,"[4011, 4020]",109,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_town,LibraryTower_battle,,0
14201,에리스의 집무실 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2270],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10039, 6]",25,"[10077, 6]",10,"[3, 5]",50,[20146],50,[20145],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_town,LibraryTower_battle,,0
14202,에리스의 집무실 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2270],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10039, 6]",25,"[10077, 6]",10,"[3, 5]",50,[20146],50,[20145],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_town,LibraryTower_battle,,0
14203,메르헨 차원으로 가는 길,,3,10,1,10,1,0,0,0,0,0,0,0,"[70010, 1]",0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10039, 6]",25,"[10077, 6]",10,"[3, 5]",50,[20146],50,[20145],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Grassland_1.json,thumb_grassland_scene,bgm_adv_town,GrassLand_battle,,0
14204,메르헨 차원 입구 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10039, 7]",25,"[10077, 7]",10,"[3, 5]",50,[20146],50,[20145],13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4019]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_outdoors,RockLand_battle,,0
